City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,necochea,-38.5473,-58.7368,52.11,63,85,15.95,AR,1647836851
341,dahuk,36.8695,42.994,36.36,56,90,2.84,IQ,1647836851
342,barbastro,42.0356,0.1269,50.54,84,98,8.88,ES,1647836851
343,san carlos de bariloche,-41.1456,-71.3082,47.95,71,40,4.61,AR,1647836852
344,bubaque,11.2833,-15.8333,74.59,71,35,11.77,GW,1647836852
345,belokurikha,51.9959,84.9896,25.84,71,99,1.88,RU,1647836852
346,palana,59.1167,159.9667,34.03,78,75,12.59,RU,1647836853
347,manono,-7.3,27.4167,68.54,97,84,2.15,CD,1647836853
348,nome,64.5011,-165.4064,12.27,67,0,0.0,US,1647836853
349,hamilton,39.1834,-84.5333,51.78,67,0,6.91,US,1647836854
350,north bend,43.4065,-124.2243,47.86,90,100,4.61,US,1647836854
351,saint-joseph,-21.3667,55.6167,79.11,85,81,9.6,RE,1647836856
352,lagoa,39.05,-27.9833,55.13,66,100,29.17,PT,1647836856
353,ramanathapuram,9.3833,78.8333,88.39,54,5,4.61,IN,1647836856
354,mount gambier,-37.8333,140.7667,71.51,53,40,14.97,AU,1647836857
355,los llanos de aridane,28.6585,-17.9182,58.75,75,75,6.91,ES,1647836857
356,saldanha,-33.0117,17.9442,62.65,91,0,8.28,ZA,1647836858
357,san cristobal,7.7669,-72.225,69.98,75,95,1.1,VE,1647836858
358,porto seguro,-16.4497,-39.0647,75.72,94,40,2.3,BR,1647836858
359,sonoita,31.85,-112.8333,62.19,36,81,9.6,MX,1647836859
360,moerai,-22.4333,-151.3333,81.55,74,100,10.29,PF,1647836820
361,vaasa,63.096,21.6158,40.95,75,0,8.05,FI,1647836859
362,atambua,-9.1061,124.8925,84.15,65,71,4.03,ID,1647836859
363,yima,34.7381,111.8839,44.89,69,100,7.72,CN,1647836860
364,bonfim,3.0833,-59.95,77.88,72,60,7.58,BR,1647836860
365,eenhana,-17.4667,16.3333,65.23,93,17,4.92,NA,1647836861
366,muzhi,65.3667,64.6667,21.38,93,99,11.3,RU,1647836861
367,saint george,37.1041,-113.5841,52.63,27,0,16.11,US,1647836780
